timestamp,camera_id,u,v,visible,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
1.06666667,camera_2,340.33875758,240.00000000,true,0.94923542,0.31456656,1.50000000,-0.09436997,0.28477063,0.00000000
1.06666667,camera_3,356.99278932,208.59002603,true,0.94923542,0.31456656,1.50000000,-0.09436997,0.28477063,0.00000000
1.10000000,camera_0,249.98831234,240.00000000,true,0.94604234,0.32404303,1.50000000,-0.09721291,0.28381270,0.00000000
1.10000000,camera_1,286.04610124,240.00000000,true,0.94604234,0.32404303,1.50000000,-0.09721291,0.28381270,0.00000000
1.10000000,camera_2,340.96499825,240.00000000,true,0.94604234,0.32404303,1.50000000,-0.09721291,0.28381270,0.00000000
1.10000000,camera_3,356.29189341,208.40114912,true,0.94604234,0.32404303,1.50000000,-0.09721291,0.28381270,0.00000000
1.13333333,camera_0,250.38366411,240.00000000,true,0.94275467,0.33348709,1.50000000,-0.10004613,0.28282640,0.00000000
1.13333333,camera_1,285.09410996,240.00000000,true,0.94275467,0.33348709,1.50000000,-0.10004613,0.28282640,0.00000000
1.13333333,camera_2,341.59036341,240.00000000,true,0.94275467,0.33348709,1.50000000,-0.10004613,0.28282640,0.00000000
1.13333333,camera_3,355.58516420,208.21570995,true,0.94275467,0.33348709,1.50000000,-0.10004613,0.28282640,0.00000000
1.16666667,camera_0,250.78371137,240.00000000,true,0.93937271,0.34289781,1.50000000,-0.10286934,0.28181181,0.00000000
1.16666667,camera_1,284.14875511,240.00000000,true,0.93937271,0.34289781,1.50000000,-0.10286934,0.28181181,0.00000000
1.16666667,camera_2,342.21482459,240.00000000,true,0.93937271,0.34289781,1.50000000,-0.10286934,0.28181181,0.00000000
1.16666667,camera_3,354.87269927,208.03374928,true,0.93937271,0.34289781,1.50000000,-0.10286934,0.28181181,0.00000000
1.20000000,camera_0,251.18839312,240.00000000,true,0.93589682,0.35227423,1.50000000,-0.10568227,0.28076905,0.00000000
1.20000000,camera_1,283.21019621,240.00000000,true,0.93589682,0.35227423,1.50000000,-0.10568227,0.28076905,0.00000000
1.20000000,camera_2,342.83835313,240.00000000,true,0.93589682,0.35227423,1.50000000,-0.10568227,0.28076905,0.00000000
1.20000000,camera_3,354.15459806,207.85530731,true,0.93589682,0.35227423,1.50000000,-0.10568227,0.28076905,0.00000000
1.23333333,camera_0,251.59764880,240.00000000,true,0.93232735,0.36161543,1.50000000,-0.10848463,0.27969820,0.00000000
1.23333333,camera_1,282.27858991,240.00000000,true,0.93232735,0.36161543,1.50000000,-0.10848463,0.27969820,0.00000000
1.23333333,camera_2,343.46092019,240.00000000,true,0.93232735,0.36161543,1.50000000,-0.10848463,0.27969820,0.00000000
1.23333333,camera_3,353.43096179,207.68042360,true,0.93232735,0.36161543,1.50000000,-0.10848463,0.27969820,0.00000000
1.26666667,camera_0,252.01141831,240.00000000,true,0.92866464,0.37092047,1.50000000,-0.11127614,0.27859939,0.00000000
1.26666667,camera_1,281.35408995,240.00000000,true,0.92866464,0.37092047,1.50000000,-0.11127614,0.27859939,0.00000000
1.26666667,camera_2,344.08249678,240.00000000,true,0.92866464,0.37092047,1.50000000,-0.11127614,0.27859939,0.00000000
1.26666667,camera_3,352.70189349,207.50913711,true,0.92866464,0.37092047,1.50000000,-0.11127614,0.27859939,0.00000000
1.30000000,camera_0,252.42964204,240.00000000,true,0.92490906,0.38018842,1.50000000,-0.11405652,0.27747272,0.00000000
1.30000000,camera_1,280.43684717,240.00000000,true,0.92490906,0.38018842,1.50000000,-0.11405652,0.27747272,0.00000000
1.30000000,camera_2,344.70305367,240.00000000,true,0.92490906,0.38018842,1.50000000,-0.11405652,0.27747272,0.00000000
1.30000000,camera_3,351.96749798,207.34148615,true,0.92490906,0.38018842,1.50000000,-0.11405652,0.27747272,0.00000000
1.33333333,camera_0,252.85226080,240.00000000,true,0.92106099,0.38941834,1.50000000,-0.11682550,0.27631830,0.00000000
1.33333333,camera_1,279.52700937,240.00000000,true,0.92106099,0.38941834,1.50000000,-0.11682550,0.27631830,0.00000000
1.33333333,camera_2,345.32256147,240.00000000,true,0.92106099,0.38941834,1.50000000,-0.11682550,0.27631830,0.00000000
1.33333333,camera_3,351.22788180,207.17750834,true,0.92106099,0.38941834,1.50000000,-0.11682550,0.27631830,0.00000000
1.36666667,camera_0,253.27921590,240.00000000,true,0.91712082,0.39860933,1.50000000,-0.11958280,0.27513625,0.00000000
1.36666667,camera_1,278.62472136,240.00000000,true,0.91712082,0.39860933,1.50000000,-0.11958280,0.27513625,0.00000000
1.36666667,camera_2,345.94099058,240.00000000,true,0.91712082,0.39860933,1.50000000,-0.11958280,0.27513625,0.00000000
1.36666667,camera_3,350.48315323,207.01724068,true,0.91712082,0.39860933,1.50000000,-0.11958280,0.27513625,0.00000000
1.40000000,camera_0,253.71044910,240.00000000,true,0.91308894,0.40776045,1.50000000,-0.12232814,0.27392668,0.00000000
1.40000000,camera_1,277.73012489,240.00000000,true,0.91308894,0.40776045,1.50000000,-0.12232814,0.27392668,0.00000000
1.40000000,camera_2,346.55831119,240.00000000,true,0.91308894,0.40776045,1.50000000,-0.12232814,0.27392668,0.00000000
1.40000000,camera_3,349.73342223,206.86071941,true,0.91308894,0.40776045,1.50000000,-0.12232814,0.27392668,0.00000000
1.43333333,camera_0,254.14590263,240.00000000,true,0.90896575,0.41687080,1.50000000,-0.12506124,0.27268972,0.00000000
1.43333333,camera_1,276.84335857,240.00000000,true,0.90896575,0.41687080,1.50000000,-0.12506124,0.27268972,0.00000000
1.43333333,camera_2,347.17449328,240.00000000,true,0.90896575,0.41687080,1.50000000,-0.12506124,0.27268972,0.00000000
1.43333333,camera_3,348.97880044,206.70798009,true,0.90896575,0.41687080,1.50000000,-0.12506124,0.27268972,0.00000000
1.46666667,camera_0,254.58551918,240.00000000,true,0.90475166,0.42593947,1.50000000,-0.12778184,0.27142550,0.00000000
1.46666667,camera_1,275.96455793,240.00000000,true,0.90475166,0.42593947,1.50000000,-0.12778184,0.27142550,0.00000000
1.46666667,camera_2,347.78950662,240.00000000,true,0.90475166,0.42593947,1.50000000,-0.12778184,0.27142550,0.00000000
1.46666667,camera_3,348.21940114,206.55905755,true,0.90475166,0.42593947,1.50000000,-0.12778184,0.27142550,0.00000000
1.50000000,camera_0,255.02924193,240.00000000,true,0.90044710,0.43496553,1.50000000,-0.13048966,0.27013413,0.00000000
1.50000000,camera_1,275.09385530,240.00000000,true,0.90044710,0.43496553,1.50000000,-0.13048966,0.27013413,0.00000000
1.50000000,camera_2,348.40332076,240.00000000,true,0.90044710,0.43496553,1.50000000,-0.13048966,0.27013413,0.00000000
1.50000000,camera_3,347.45533919,206.41398585,true,0.90044710,0.43496553,1.50000000,-0.13048966,0.27013413,0.00000000
1.53333333,camera_0,255.47701451,240.00000000,true,0.89605250,0.44394811,1.50000000,-0.13318443,0.26881575,0.00000000
1.53333333,camera_1,274.23137984,240.00000000,true,0.89605250,0.44394811,1.50000000,-0.13318443,0.26881575,0.00000000
1.53333333,camera_2,349.01590502,240.00000000,true,0.89605250,0.44394811,1.50000000,-0.13318443,0.26881575,0.00000000
1.53333333,camera_3,346.68673107,206.27279831,true,0.89605250,0.44394811,1.50000000,-0.13318443,0.26881575,0.00000000
1.56666667,camera_0,255.92878103,240.00000000,true,0.89156829,0.45288629,1.50000000,-0.13586589,0.26747049,0.00000000
1.56666667,camera_1,273.37725749,240.00000000,true,0.89156829,0.45288629,1.50000000,-0.13586589,0.26747049,0.00000000
1.56666667,camera_2,349.62722848,240.00000000,true,0.89156829,0.45288629,1.50000000,-0.13586589,0.26747049,0.00000000
1.56666667,camera_3,345.91369477,206.13552743,true,0.89156829,0.45288629,1.50000000,-0.13586589,0.26747049,0.00000000
1.60000000,camera_0,256.38448607,240.00000000,true,0.88699492,0.46177918,1.50000000,-0.13853375,0.26609848,0.00000000
1.60000000,camera_1,272.53161093,240.00000000,true,0.88699492,0.46177918,1.50000000,-0.13853375,0.26609848,0.00000000
1.60000000,camera_2,350.23726002,240.00000000,true,0.88699492,0.46177918,1.50000000,-0.13853375,0.26609848,0.00000000
1.60000000,camera_3,345.13634981,206.00220495,true,0.88699492,0.46177918,1.50000000,-0.13853375,0.26609848,0.00000000
1.63333333,camera_0,256.84407467,240.00000000,true,0.88233286,0.47062589,1.50000000,-0.14118777,0.26469986,0.00000000
1.63333333,camera_1,271.69455962,240.00000000,true,0.88233286,0.47062589,1.50000000,-0.14118777,0.26469986,0.00000000
