timestamp,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
8.80000000,0.80849640,-0.33306073,1.50000000,-0.14712528,-0.05378325,0.00000000
8.83333333,0.80356421,-0.33480716,1.50000000,-0.14880452,-0.05100040,0.00000000
8.86666667,0.79857622,-0.33646060,1.50000000,-0.15047342,-0.04820339,0.00000000
8.90000000,0.79353277,-0.33802057,1.50000000,-0.15213188,-0.04539299,0.00000000
8.93333333,0.78843421,-0.33948665,1.50000000,-0.15377977,-0.04256998,0.00000000
8.96666667,0.78328090,-0.34085844,1.50000000,-0.15541699,-0.03973514,0.00000000
9.00000000,0.77807320,-0.34213554,1.50000000,-0.15704341,-0.03688926,0.00000000
9.03333333,0.77281146,-0.34331761,1.50000000,-0.15865892,-0.03403314,0.00000000
9.06666667,0.76749606,-0.34440431,1.50000000,-0.16026342,-0.03116757,0.00000000
9.10000000,0.76212736,-0.34539535,1.50000000,-0.16185678,-0.02829334,0.00000000
9.13333333,0.75670573,-0.34629045,1.50000000,-0.16343891,-0.02541125,0.00000000
9.16666667,0.75123156,-0.34708936,1.50000000,-0.16500969,-0.02252210,0.00000000
9.20000000,0.74570521,-0.34779185,1.50000000,-0.16656901,-0.01962669,0.00000000
9.23333333,0.74012708,-0.34839774,1.50000000,-0.16811676,-0.01672584,0.00000000
9.26666667,0.73449756,-0.34890686,1.50000000,-0.16965283,-0.01382033,0.00000000
9.30000000,0.72881703,-0.34931905,1.50000000,-0.17117713,-0.01091099,0.00000000
9.33333333,0.72308588,-0.34963422,1.50000000,-0.17268953,-0.00799862,0.00000000
9.36666667,0.71730452,-0.34985227,1.50000000,-0.17418995,-0.00508402,0.00000000
9.40000000,0.71147335,-0.34997314,1.50000000,-0.17567827,-0.00216802,0.00000000
9.43333333,0.70559277,-0.34999680,1.50000000,-0.17715439,0.00074859,0.00000000
9.46666667,0.69966320,-0.34992324,1.50000000,-0.17861821,0.00366499,0.00000000
9.50000000,0.69368503,-0.34975248,1.50000000,-0.18006962,0.00658038,0.00000000
9.53333333,0.68765869,-0.34948456,1.50000000,-0.18150853,0.00949393,0.00000000
9.56666667,0.68158460,-0.34911958,1.50000000,-0.18293483,0.01240485,0.00000000
9.60000000,0.67546318,-0.34865761,1.50000000,-0.18434843,0.01531232,0.00000000
9.63333333,0.66929485,-0.34809880,1.50000000,-0.18574923,0.01821554,0.00000000
9.66666667,0.66308004,-0.34744330,1.50000000,-0.18713713,0.02111370,0.00000000
9.70000000,0.65681919,-0.34669129,1.50000000,-0.18851203,0.02400599,0.00000000
9.73333333,0.65051272,-0.34584297,1.50000000,-0.18987384,0.02689162,0.00000000
9.76666667,0.64416108,-0.34489860,1.50000000,-0.19122247,0.02976978,0.00000000
9.80000000,0.63776470,-0.34385841,1.50000000,-0.19255781,0.03263966,0.00000000
9.83333333,0.63132404,-0.34272272,1.50000000,-0.19387979,0.03550049,0.00000000
9.86666667,0.62483953,-0.34149182,1.50000000,-0.19518830,0.03835145,0.00000000
9.90000000,0.61831164,-0.34016607,1.50000000,-0.19648326,0.04119175,0.00000000
9.93333333,0.61174080,-0.33874584,1.50000000,-0.19776457,0.04402062,0.00000000
9.96666667,0.60512748,-0.33723150,1.50000000,-0.19903215,0.04683726,0.00000000
10.00000000,0.59847214,-0.33562350,1.50000000,-0.20028590,0.04964088,0.00000000
10.03333333,0.59177524,-0.33392226,1.50000000,-0.20152575,0.05243072,0.00000000
10.06666667,0.58503725,-0.33212828,1.50000000,-0.20275161,0.05520600,0.00000000
10.10000000,0.57825863,-0.33024203,1.50000000,-0.20396338,0.05796594,0.00000000
10.13333333,0.57143985,-0.32826406,1.50000000,-0.20516099,0.06070977,0.00000000
